timestamp_utc,price_usd_per_mwh
2026-07-04T23:00:00+00:00,24.4
2026-07-05T00:00:00+00:00,28.56
2026-07-05T01:00:00+00:00,32.05
2026-07-05T02:00:00+00:00,32.32
2026-07-05T03:00:00+00:00,32.43
2026-07-05T04:00:00+00:00,32.38
2026-07-05T05:00:00+00:00,32.05
2026-07-05T06:00:00+00:00,31.94
2026-07-05T07:00:00+00:00,31.18
2026-07-05T08:00:00+00:00,30.86
2026-07-05T09:00:00+00:00,30.08
2026-07-05T10:00:00+00:00,28.58
2026-07-05T11:00:00+00:00,28.72
2026-07-05T12:00:00+00:00,29.99
2026-07-05T13:00:00+00:00,18.5
2026-07-05T14:00:00+00:00,8.23
2026-07-05T15:00:00+00:00,5.03
2026-07-05T16:00:00+00:00,4.87
2026-07-05T17:00:00+00:00,4.97
2026-07-05T18:00:00+00:00,4.87
2026-07-05T19:00:00+00:00,5.23
2026-07-05T20:00:00+00:00,4.48
2026-07-05T21:00:00+00:00,6.5
2026-07-05T22:00:00+00:00,7.28
2026-07-05T23:00:00+00:00,11.91
2026-07-06T00:00:00+00:00,18.11
2026-07-06T01:00:00+00:00,31.07
2026-07-06T02:00:00+00:00,36.48
2026-07-06T03:00:00+00:00,32.19
2026-07-06T04:00:00+00:00,31.6
2026-07-06T05:00:00+00:00,31.66
2026-07-06T06:00:00+00:00,31.41
2026-07-06T07:00:00+00:00,35.07
2026-07-06T08:00:00+00:00,34.51
2026-07-06T09:00:00+00:00,33.67
2026-07-06T10:00:00+00:00,31.94
2026-07-06T11:00:00+00:00,32.15
2026-07-06T12:00:00+00:00,33.13
2026-07-06T13:00:00+00:00,32.57
2026-07-06T14:00:00+00:00,17.29
2026-07-06T15:00:00+00:00,12.66
2026-07-06T16:00:00+00:00,13.38
2026-07-06T17:00:00+00:00,14.13
2026-07-06T18:00:00+00:00,14.14
2026-07-06T19:00:00+00:00,14.17
2026-07-06T20:00:00+00:00,14.62
2026-07-06T21:00:00+00:00,15.02
2026-07-06T22:00:00+00:00,16.41
2026-07-06T23:00:00+00:00,18.54
2026-07-07T00:00:00+00:00,21.04
2026-07-07T01:00:00+00:00,33.65
2026-07-07T02:00:00+00:00,35.44
2026-07-07T03:00:00+00:00,37.46
2026-07-07T04:00:00+00:00,36.26
2026-07-07T05:00:00+00:00,33.96
2026-07-07T06:00:00+00:00,33.5
2026-07-07T07:00:00+00:00,38.43
2026-07-07T08:00:00+00:00,37.85
2026-07-07T09:00:00+00:00,36.49
2026-07-07T10:00:00+00:00,35.39
2026-07-07T11:00:00+00:00,36.01
2026-07-07T12:00:00+00:00,37.88
2026-07-07T13:00:00+00:00,32.01
2026-07-07T14:00:00+00:00,17.19
2026-07-07T15:00:00+00:00,13.39
2026-07-07T16:00:00+00:00,12.48
2026-07-07T17:00:00+00:00,14.57
2026-07-07T18:00:00+00:00,14.52
2026-07-07T19:00:00+00:00,14.03
2026-07-07T20:00:00+00:00,15.38
2026-07-07T21:00:00+00:00,17.59
2026-07-07T22:00:00+00:00,19.35
2026-07-07T23:00:00+00:00,20
2026-07-08T00:00:00+00:00,23.25
2026-07-08T01:00:00+00:00,34.47
2026-07-08T02:00:00+00:00,39.91
2026-07-08T03:00:00+00:00,36.44
2026-07-08T04:00:00+00:00,36.16
2026-07-08T05:00:00+00:00,35.14
2026-07-08T06:00:00+00:00,34.77
2026-07-08T07:00:00+00:00,33.94
2026-07-08T08:00:00+00:00,31.94
2026-07-08T09:00:00+00:00,30.64
2026-07-08T10:00:00+00:00,29.38
2026-07-08T11:00:00+00:00,30.83
2026-07-08T12:00:00+00:00,32.76
2026-07-08T13:00:00+00:00,30.75
2026-07-08T14:00:00+00:00,17.57
2026-07-08T15:00:00+00:00,15.78
2026-07-08T16:00:00+00:00,14.5
2026-07-08T17:00:00+00:00,16.51
2026-07-08T18:00:00+00:00,16.29
2026-07-08T19:00:00+00:00,17.23
2026-07-08T20:00:00+00:00,17.35
2026-07-08T21:00:00+00:00,19.57
2026-07-08T22:00:00+00:00,21.16
2026-07-08T23:00:00+00:00,22.63
2026-07-09T00:00:00+00:00,24.69
2026-07-09T01:00:00+00:00,36.23
2026-07-09T02:00:00+00:00,40.5
2026-07-09T03:00:00+00:00,41.08
2026-07-09T04:00:00+00:00,40.06
2026-07-09T05:00:00+00:00,36.38
2026-07-09T06:00:00+00:00,35.48
2026-07-09T07:00:00+00:00,34.72
2026-07-09T08:00:00+00:00,33.77
2026-07-09T09:00:00+00:00,31.56
2026-07-09T10:00:00+00:00,30.84
2026-07-09T11:00:00+00:00,31.17
2026-07-09T12:00:00+00:00,34.82
2026-07-09T13:00:00+00:00,34.49
2026-07-09T14:00:00+00:00,23.06
2026-07-09T15:00:00+00:00,20
2026-07-09T16:00:00+00:00,20.23
2026-07-09T17:00:00+00:00,19.89
2026-07-09T18:00:00+00:00,20.33
2026-07-09T19:00:00+00:00,20.38
2026-07-09T20:00:00+00:00,20.35
2026-07-09T21:00:00+00:00,22.67
2026-07-09T22:00:00+00:00,23.1
2026-07-09T23:00:00+00:00,24.83
2026-07-10T00:00:00+00:00,29.55
2026-07-10T01:00:00+00:00,39.5
2026-07-10T02:00:00+00:00,43.72
2026-07-10T03:00:00+00:00,42.85
2026-07-10T04:00:00+00:00,41.72
2026-07-10T05:00:00+00:00,38.99
2026-07-10T06:00:00+00:00,39.51
2026-07-10T07:00:00+00:00,33.56
2026-07-10T08:00:00+00:00,33.31
2026-07-10T09:00:00+00:00,31.79
2026-07-10T10:00:00+00:00,31.78
2026-07-10T11:00:00+00:00,31.66
2026-07-10T12:00:00+00:00,33.48
2026-07-10T13:00:00+00:00,32.41
2026-07-10T14:00:00+00:00,20.91
2026-07-10T15:00:00+00:00,17
2026-07-10T16:00:00+00:00,16.96
2026-07-10T17:00:00+00:00,18.29
2026-07-10T18:00:00+00:00,17.67
2026-07-10T19:00:00+00:00,18.11
2026-07-10T20:00:00+00:00,18.22
2026-07-10T21:00:00+00:00,20
2026-07-10T22:00:00+00:00,20
2026-07-10T23:00:00+00:00,22.81
2026-07-11T00:00:00+00:00,26.23
2026-07-11T01:00:00+00:00,35.8
2026-07-11T02:00:00+00:00,39.1
2026-07-11T03:00:00+00:00,38.13
2026-07-11T04:00:00+00:00,38.27
2026-07-11T05:00:00+00:00,36.82
2026-07-11T06:00:00+00:00,36.44
2026-07-11T07:00:00+00:00,38.06
2026-07-11T08:00:00+00:00,37.47
2026-07-11T09:00:00+00:00,36.75
2026-07-11T10:00:00+00:00,35.49
2026-07-11T11:00:00+00:00,35.41
2026-07-11T12:00:00+00:00,34.93
2026-07-11T13:00:00+00:00,30.76
2026-07-11T14:00:00+00:00,23.68
2026-07-11T15:00:00+00:00,21.7
2026-07-11T16:00:00+00:00,21.1
2026-07-11T17:00:00+00:00,21.55
2026-07-11T18:00:00+00:00,21.87
2026-07-11T19:00:00+00:00,21.46
2026-07-11T20:00:00+00:00,22
2026-07-11T21:00:00+00:00,25.43
2026-07-11T22:00:00+00:00,27.11
2026-07-11T23:00:00+00:00,28.88
2026-07-12T00:00:00+00:00,30.56
2026-07-12T01:00:00+00:00,40.7
2026-07-12T02:00:00+00:00,43.85
2026-07-12T03:00:00+00:00,42.2
2026-07-12T04:00:00+00:00,41.78
2026-07-12T05:00:00+00:00,40.8
2026-07-12T06:00:00+00:00,40.59
2026-07-12T07:00:00+00:00,48.54
2026-07-12T08:00:00+00:00,47.86
2026-07-12T09:00:00+00:00,40.92
2026-07-12T10:00:00+00:00,37.71
2026-07-12T11:00:00+00:00,36.75
2026-07-12T12:00:00+00:00,39.45
2026-07-12T13:00:00+00:00,32.49
2026-07-12T14:00:00+00:00,25.4
2026-07-12T15:00:00+00:00,24.68
2026-07-12T16:00:00+00:00,24.86
2026-07-12T17:00:00+00:00,25.19
2026-07-12T18:00:00+00:00,25.22
2026-07-12T19:00:00+00:00,24.84
2026-07-12T20:00:00+00:00,24.96
2026-07-12T21:00:00+00:00,25.8
2026-07-12T22:00:00+00:00,30
2026-07-12T23:00:00+00:00,29.71
2026-07-13T00:00:00+00:00,33.2
2026-07-13T01:00:00+00:00,45.53
2026-07-13T02:00:00+00:00,47.44
2026-07-13T03:00:00+00:00,47.7
2026-07-13T04:00:00+00:00,46.97
2026-07-13T05:00:00+00:00,46.39
2026-07-13T06:00:00+00:00,45.66
2026-07-13T07:00:00+00:00,44.71
2026-07-13T08:00:00+00:00,40.25
2026-07-13T09:00:00+00:00,40.59
2026-07-13T10:00:00+00:00,40.3
2026-07-13T11:00:00+00:00,41.01
2026-07-13T12:00:00+00:00,42.91
2026-07-13T13:00:00+00:00,42.69
2026-07-13T14:00:00+00:00,35.82
2026-07-13T15:00:00+00:00,34.92
2026-07-13T16:00:00+00:00,35.05
2026-07-13T17:00:00+00:00,35.15
2026-07-13T18:00:00+00:00,34.67
2026-07-13T19:00:00+00:00,34.44
2026-07-13T20:00:00+00:00,34.68
2026-07-13T21:00:00+00:00,35.44
2026-07-13T22:00:00+00:00,37.1
2026-07-13T23:00:00+00:00,40.98
2026-07-14T00:00:00+00:00,47.56
2026-07-14T01:00:00+00:00,57.63
2026-07-14T02:00:00+00:00,61.22
2026-07-14T03:00:00+00:00,53.99
2026-07-14T04:00:00+00:00,53.5
2026-07-14T05:00:00+00:00,50.24
2026-07-14T06:00:00+00:00,49.38
2026-07-14T07:00:00+00:00,55.52
2026-07-14T08:00:00+00:00,48.61
2026-07-14T09:00:00+00:00,46.41
2026-07-14T10:00:00+00:00,43.25
2026-07-14T11:00:00+00:00,43.98
2026-07-14T12:00:00+00:00,45.6
2026-07-14T13:00:00+00:00,44.66
2026-07-14T14:00:00+00:00,36.93
2026-07-14T15:00:00+00:00,35.75
2026-07-14T16:00:00+00:00,35.81
2026-07-14T17:00:00+00:00,35.76
2026-07-14T18:00:00+00:00,35.29
2026-07-14T19:00:00+00:00,35.27
2026-07-14T20:00:00+00:00,34.84
2026-07-14T21:00:00+00:00,36.04
2026-07-14T22:00:00+00:00,38.16
2026-07-14T23:00:00+00:00,41.66
2026-07-15T00:00:00+00:00,47.11
2026-07-15T01:00:00+00:00,56.61
2026-07-15T02:00:00+00:00,64.02
2026-07-15T03:00:00+00:00,60.64
2026-07-15T04:00:00+00:00,56.35
2026-07-15T05:00:00+00:00,53.72
2026-07-15T06:00:00+00:00,47.85
2026-07-15T07:00:00+00:00,45.96
2026-07-15T08:00:00+00:00,44.59
2026-07-15T09:00:00+00:00,42.36
2026-07-15T10:00:00+00:00,41.34
2026-07-15T11:00:00+00:00,41.32
2026-07-15T12:00:00+00:00,44.43
2026-07-15T13:00:00+00:00,45.29
2026-07-15T14:00:00+00:00,35.6
2026-07-15T15:00:00+00:00,33.87
2026-07-15T16:00:00+00:00,34.16
2026-07-15T17:00:00+00:00,35.16
2026-07-15T18:00:00+00:00,35.36
2026-07-15T19:00:00+00:00,35.98
2026-07-15T20:00:00+00:00,38.73
2026-07-15T21:00:00+00:00,39.32
2026-07-15T22:00:00+00:00,38.97
2026-07-15T23:00:00+00:00,43.41
2026-07-16T00:00:00+00:00,49.64
2026-07-16T01:00:00+00:00,56.39
2026-07-16T02:00:00+00:00,64.62
2026-07-16T03:00:00+00:00,60.43
2026-07-16T04:00:00+00:00,57.97
2026-07-16T05:00:00+00:00,51.37
2026-07-16T06:00:00+00:00,49.06
2026-07-16T07:00:00+00:00,42.43
2026-07-16T08:00:00+00:00,42.08
2026-07-16T09:00:00+00:00,41.76
2026-07-16T10:00:00+00:00,40.47
2026-07-16T11:00:00+00:00,41.41
2026-07-16T12:00:00+00:00,42.06
2026-07-16T13:00:00+00:00,42.13
2026-07-16T14:00:00+00:00,33.04
2026-07-16T15:00:00+00:00,31.14
2026-07-16T16:00:00+00:00,31.19
2026-07-16T17:00:00+00:00,31.56
2026-07-16T18:00:00+00:00,31.62
2026-07-16T19:00:00+00:00,32.1
2026-07-16T20:00:00+00:00,33.47
2026-07-16T21:00:00+00:00,33.29
2026-07-16T22:00:00+00:00,38.06
2026-07-16T23:00:00+00:00,40.05
2026-07-17T00:00:00+00:00,43.98
2026-07-17T01:00:00+00:00,53.08
2026-07-17T02:00:00+00:00,57.68
2026-07-17T03:00:00+00:00,53.75
2026-07-17T04:00:00+00:00,52.74
2026-07-17T05:00:00+00:00,52.23
2026-07-17T06:00:00+00:00,51.7
2026-07-17T07:00:00+00:00,43.29
2026-07-17T08:00:00+00:00,42.82
2026-07-17T09:00:00+00:00,39.89
2026-07-17T10:00:00+00:00,38.92
2026-07-17T11:00:00+00:00,38.8
2026-07-17T12:00:00+00:00,40.58
2026-07-17T13:00:00+00:00,41.33
2026-07-17T14:00:00+00:00,33.36
2026-07-17T15:00:00+00:00,31.42
2026-07-17T16:00:00+00:00,32.27
2026-07-17T17:00:00+00:00,31.73
2026-07-17T18:00:00+00:00,31.82
2026-07-17T19:00:00+00:00,31.5
2026-07-17T20:00:00+00:00,31.5
2026-07-17T21:00:00+00:00,32.02
2026-07-17T22:00:00+00:00,36.25
2026-07-17T23:00:00+00:00,34.37
2026-07-18T00:00:00+00:00,37.15
2026-07-18T01:00:00+00:00,44.03
2026-07-18T02:00:00+00:00,46.69
2026-07-18T03:00:00+00:00,45.94
2026-07-18T04:00:00+00:00,45.6
2026-07-18T05:00:00+00:00,43.75
2026-07-18T06:00:00+00:00,43.6
2026-07-18T07:00:00+00:00,42.79
2026-07-18T08:00:00+00:00,41.79
2026-07-18T09:00:00+00:00,39.26
2026-07-18T10:00:00+00:00,39.24
2026-07-18T11:00:00+00:00,39.26
2026-07-18T12:00:00+00:00,39.44
2026-07-18T13:00:00+00:00,36.86
2026-07-18T14:00:00+00:00,24.96
2026-07-18T15:00:00+00:00,23.33
2026-07-18T16:00:00+00:00,23.1
2026-07-18T17:00:00+00:00,23.48
2026-07-18T18:00:00+00:00,23.82
2026-07-18T19:00:00+00:00,24.25
2026-07-18T20:00:00+00:00,24.2
2026-07-18T21:00:00+00:00,25.49
2026-07-18T22:00:00+00:00,28.4
2026-07-18T23:00:00+00:00,28.65
2026-07-19T00:00:00+00:00,30.42
2026-07-19T01:00:00+00:00,42.11
2026-07-19T02:00:00+00:00,45.11
2026-07-19T03:00:00+00:00,43.91
2026-07-19T04:00:00+00:00,44.83
2026-07-19T05:00:00+00:00,42.9
2026-07-19T06:00:00+00:00,42.43
2026-07-19T07:00:00+00:00,52.9
2026-07-19T08:00:00+00:00,50.59
2026-07-19T09:00:00+00:00,45.7
2026-07-19T10:00:00+00:00,44.04
2026-07-19T11:00:00+00:00,43.05
2026-07-19T12:00:00+00:00,43.72
2026-07-19T13:00:00+00:00,37.07
2026-07-19T14:00:00+00:00,29.64
2026-07-19T15:00:00+00:00,28.33
2026-07-19T16:00:00+00:00,28.22
2026-07-19T17:00:00+00:00,28.01
2026-07-19T18:00:00+00:00,28.21
2026-07-19T19:00:00+00:00,28.53
2026-07-19T20:00:00+00:00,27.08
2026-07-19T21:00:00+00:00,29.4
2026-07-19T22:00:00+00:00,32.04
2026-07-19T23:00:00+00:00,36.38
2026-07-20T00:00:00+00:00,44.81
2026-07-20T01:00:00+00:00,52.94
2026-07-20T02:00:00+00:00,54.79
2026-07-20T03:00:00+00:00,53.13
2026-07-20T04:00:00+00:00,53.24
2026-07-20T05:00:00+00:00,52.83
2026-07-20T06:00:00+00:00,51.71
2026-07-20T07:00:00+00:00,49.55
2026-07-20T08:00:00+00:00,44.98
2026-07-20T09:00:00+00:00,43.57
2026-07-20T10:00:00+00:00,42.44
2026-07-20T11:00:00+00:00,42.8
2026-07-20T12:00:00+00:00,47.86
2026-07-20T13:00:00+00:00,49.43
2026-07-20T14:00:00+00:00,39.31
2026-07-20T15:00:00+00:00,37.97
2026-07-20T16:00:00+00:00,37.29
2026-07-20T17:00:00+00:00,36.84
2026-07-20T18:00:00+00:00,36.38
2026-07-20T19:00:00+00:00,34.85
2026-07-20T20:00:00+00:00,35.96
2026-07-20T21:00:00+00:00,39.08
2026-07-20T22:00:00+00:00,42.45
2026-07-20T23:00:00+00:00,44.35
2026-07-21T00:00:00+00:00,49.34
2026-07-21T01:00:00+00:00,55.64
2026-07-21T02:00:00+00:00,60.81
2026-07-21T03:00:00+00:00,58.61
2026-07-21T04:00:00+00:00,57.32
2026-07-21T05:00:00+00:00,55.56
2026-07-21T06:00:00+00:00,52.89
2026-07-21T07:00:00+00:00,56.47
2026-07-21T08:00:00+00:00,55.19
2026-07-21T09:00:00+00:00,51.23
2026-07-21T10:00:00+00:00,48.68
2026-07-21T11:00:00+00:00,47.69
2026-07-21T12:00:00+00:00,48.59
2026-07-21T13:00:00+00:00,53.37
2026-07-21T14:00:00+00:00,40.42
2026-07-21T15:00:00+00:00,36.66
2026-07-21T16:00:00+00:00,36.57
2026-07-21T17:00:00+00:00,36.19
2026-07-21T18:00:00+00:00,36.01
2026-07-21T19:00:00+00:00,37.09
2026-07-21T20:00:00+00:00,36.22
2026-07-21T21:00:00+00:00,36.86
2026-07-21T22:00:00+00:00,39.85
2026-07-21T23:00:00+00:00,44.54
2026-07-22T00:00:00+00:00,51.1
2026-07-22T01:00:00+00:00,62.1
2026-07-22T02:00:00+00:00,67.98
2026-07-22T03:00:00+00:00,66.27
2026-07-22T04:00:00+00:00,64.47
2026-07-22T05:00:00+00:00,61.7
2026-07-22T06:00:00+00:00,60.33
2026-07-22T07:00:00+00:00,54.6
2026-07-22T08:00:00+00:00,50.92
2026-07-22T09:00:00+00:00,46.66
2026-07-22T10:00:00+00:00,45.49
2026-07-22T11:00:00+00:00,45.56
2026-07-22T12:00:00+00:00,49.75
2026-07-22T13:00:00+00:00,50.8
2026-07-22T14:00:00+00:00,40.41
2026-07-22T15:00:00+00:00,36.14
2026-07-22T16:00:00+00:00,34.96
2026-07-22T17:00:00+00:00,34.82
2026-07-22T18:00:00+00:00,34.52
2026-07-22T19:00:00+00:00,34.31
2026-07-22T20:00:00+00:00,34.42
2026-07-22T21:00:00+00:00,34.67
2026-07-22T22:00:00+00:00,34.8
2026-07-22T23:00:00+00:00,40.21
2026-07-23T00:00:00+00:00,46.02
2026-07-23T01:00:00+00:00,59.63
2026-07-23T02:00:00+00:00,67.21
2026-07-23T03:00:00+00:00,65.99
2026-07-23T04:00:00+00:00,62.02
2026-07-23T05:00:00+00:00,56.05
2026-07-23T06:00:00+00:00,54.61
2026-07-23T07:00:00+00:00,49.15
2026-07-23T08:00:00+00:00,46.1
2026-07-23T09:00:00+00:00,44.8
2026-07-23T10:00:00+00:00,43.78
2026-07-23T11:00:00+00:00,44.45
2026-07-23T12:00:00+00:00,45.37
2026-07-23T13:00:00+00:00,45.76
2026-07-23T14:00:00+00:00,36.7
2026-07-23T15:00:00+00:00,31.36
2026-07-23T16:00:00+00:00,30.79
2026-07-23T17:00:00+00:00,31.61
2026-07-23T18:00:00+00:00,31.8
2026-07-23T19:00:00+00:00,33.1
2026-07-23T20:00:00+00:00,34.53
2026-07-23T21:00:00+00:00,37.91
2026-07-23T22:00:00+00:00,44.28
2026-07-23T23:00:00+00:00,49.79
2026-07-24T00:00:00+00:00,55
2026-07-24T01:00:00+00:00,76.01
2026-07-24T02:00:00+00:00,77.86
2026-07-24T03:00:00+00:00,75.9
2026-07-24T04:00:00+00:00,70.53
2026-07-24T05:00:00+00:00,63.57
2026-07-24T06:00:00+00:00,61.15
2026-07-24T07:00:00+00:00,56.86
2026-07-24T08:00:00+00:00,53.75
2026-07-24T09:00:00+00:00,50.78
2026-07-24T10:00:00+00:00,49.57
2026-07-24T11:00:00+00:00,49.43
2026-07-24T12:00:00+00:00,49.44
2026-07-24T13:00:00+00:00,49.7
2026-07-24T14:00:00+00:00,41.24
2026-07-24T15:00:00+00:00,37.6
2026-07-24T16:00:00+00:00,38.39
2026-07-24T17:00:00+00:00,37.67
2026-07-24T18:00:00+00:00,38.04
2026-07-24T19:00:00+00:00,38.9
2026-07-24T20:00:00+00:00,43.12
2026-07-24T21:00:00+00:00,46.63
2026-07-24T22:00:00+00:00,52.46
2026-07-24T23:00:00+00:00,54.8
2026-07-25T00:00:00+00:00,57.57
2026-07-25T01:00:00+00:00,76.03
2026-07-25T02:00:00+00:00,81.78
2026-07-25T03:00:00+00:00,74.04
2026-07-25T04:00:00+00:00,71.2
2026-07-25T05:00:00+00:00,65.54
2026-07-25T06:00:00+00:00,64.88
2026-07-25T07:00:00+00:00,66.67
2026-07-25T08:00:00+00:00,62.73
2026-07-25T09:00:00+00:00,53.06
2026-07-25T10:00:00+00:00,50.3
2026-07-25T11:00:00+00:00,47.68
2026-07-25T12:00:00+00:00,52.62
2026-07-25T13:00:00+00:00,47.57
2026-07-25T14:00:00+00:00,37.64
2026-07-25T15:00:00+00:00,31.59
2026-07-25T16:00:00+00:00,31.72
2026-07-25T17:00:00+00:00,31.96
2026-07-25T18:00:00+00:00,33.44
2026-07-25T19:00:00+00:00,34.68
2026-07-25T20:00:00+00:00,38.23
2026-07-25T21:00:00+00:00,38.51
2026-07-25T22:00:00+00:00,42.53
2026-07-25T23:00:00+00:00,42.59
2026-07-26T00:00:00+00:00,50.47
2026-07-26T01:00:00+00:00,67.98
2026-07-26T02:00:00+00:00,72.29
2026-07-26T03:00:00+00:00,66.84
2026-07-26T04:00:00+00:00,67
2026-07-26T05:00:00+00:00,62.38
2026-07-26T06:00:00+00:00,61.86
2026-07-26T07:00:00+00:00,60.86
2026-07-26T08:00:00+00:00,48.78
2026-07-26T09:00:00+00:00,48.12
2026-07-26T10:00:00+00:00,47.29
2026-07-26T11:00:00+00:00,46.71
2026-07-26T12:00:00+00:00,46.59
2026-07-26T13:00:00+00:00,47.15
2026-07-26T14:00:00+00:00,39.66
2026-07-26T15:00:00+00:00,39.11
2026-07-26T16:00:00+00:00,37.93
2026-07-26T17:00:00+00:00,39.45
2026-07-26T18:00:00+00:00,39.29
2026-07-26T19:00:00+00:00,39.34
2026-07-26T20:00:00+00:00,39.74
2026-07-26T21:00:00+00:00,41.01
2026-07-26T22:00:00+00:00,44.07
2026-07-26T23:00:00+00:00,51.36
2026-07-27T00:00:00+00:00,58.43
2026-07-27T01:00:00+00:00,75.8
2026-07-27T02:00:00+00:00,80.6
2026-07-27T03:00:00+00:00,75.52
2026-07-27T04:00:00+00:00,71.13
2026-07-27T05:00:00+00:00,65.84
2026-07-27T06:00:00+00:00,60.69
2026-07-27T07:00:00+00:00,53.93
2026-07-27T08:00:00+00:00,52.02
2026-07-27T09:00:00+00:00,47.98
2026-07-27T10:00:00+00:00,46.74
2026-07-27T11:00:00+00:00,46.25
2026-07-27T12:00:00+00:00,48.75
2026-07-27T13:00:00+00:00,50.5
2026-07-27T14:00:00+00:00,41.65
2026-07-27T15:00:00+00:00,39.49
2026-07-27T16:00:00+00:00,38.18
2026-07-27T17:00:00+00:00,38.54
2026-07-27T18:00:00+00:00,39.39
2026-07-27T19:00:00+00:00,40.3
2026-07-27T20:00:00+00:00,40.18
2026-07-27T21:00:00+00:00,42.04
2026-07-27T22:00:00+00:00,49.84
2026-07-27T23:00:00+00:00,20
2026-07-28T00:00:00+00:00,60.79
2026-07-28T01:00:00+00:00,78.77
2026-07-28T02:00:00+00:00,90.33
2026-07-28T03:00:00+00:00,85.15
2026-07-28T04:00:00+00:00,75.44
2026-07-28T05:00:00+00:00,68.01
2026-07-28T06:00:00+00:00,62.38
2026-07-28T07:00:00+00:00,53.9
2026-07-28T08:00:00+00:00,48.93
2026-07-28T09:00:00+00:00,46.04
2026-07-28T10:00:00+00:00,43.64
2026-07-28T11:00:00+00:00,43.37
2026-07-28T12:00:00+00:00,48.12
2026-07-28T13:00:00+00:00,49.87
2026-07-28T14:00:00+00:00,39.77
2026-07-28T15:00:00+00:00,35.74
2026-07-28T16:00:00+00:00,35.27
2026-07-28T17:00:00+00:00,35.46
2026-07-28T18:00:00+00:00,36.35
2026-07-28T19:00:00+00:00,36.59
2026-07-28T20:00:00+00:00,37.6
2026-07-28T21:00:00+00:00,39.13
2026-07-28T22:00:00+00:00,42.67
2026-07-28T23:00:00+00:00,41.85
2026-07-29T00:00:00+00:00,52.85
